epsilon,avg_nmi,avg_evc_overlap,avg_evc_MAE,avg_deg_kl,avg_diam_rel,avg_cc_rel,avg_mod_rel
0.5,0.2706525910165711,0.7954545454545455,0.007897347206393259,1.4053572806903756,0.48181818181818165,0.4338294909070425,0.548317462859815
1.0,0.3824261695218888,0.8409090909090908,0.002021667010617051,1.3682673844852986,0.3636363636363636,0.053195328011787814,0.2002679606172888
1.5,0.4272107568599865,0.8727272727272727,0.0012279923436563072,1.3668907861609167,0.28181818181818175,0.0837185886113353,0.11978588120470626
2.0,0.4647303515540151,0.8545454545454545,0.0013300556983342825,1.2874920238100507,0.21818181818181817,0.09706277961729612,0.09775773031554477
2.5,0.5120730008513534,0.8727272727272727,0.0013481587052877526,1.0808338961454385,0.20909090909090908,0.13597724807166658,0.03443969519141221
3.0,0.5616719416164974,0.8545454545454545,0.0013803912202306934,1.0970898398803166,0.1909090909090909,0.1482145703429758,0.005843920303804139
3.5,0.5988428855472809,0.9,0.0014735919751729001,1.0031466382527496,0.3181818181818181,0.16138588564247944,0.034261114286991155
