eps,exper,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
0.5,0.0,0.12141876839273297,0.5,0.025411077917860913,0.3862810507791344,0.12499999999999997,0.7928392007569891,0.6916372296552813
0.5,1.0,0.11796102304696052,0.375,0.02455475766297482,0.3410196490921811,0.24999999999999994,0.7986250566622694,0.5678297401411392
0.5,2.0,0.10993399753239567,0.475,0.025360283614600205,0.29305132538492284,0.24999999999999994,0.8039319053650134,0.5766260869422345
0.5,3.0,0.10645144026174841,0.375,0.02591360197930412,0.35389637239638955,0.37499999999999994,0.8678541363455936,0.5483523174551006
0.5,4.0,0.1003623209132741,0.45,0.024839489741522214,0.3342418903278003,0.24999999999999994,0.8032015424136865,0.5931161735731703
0.5,5.0,0.11844595710436989,0.4,0.02509574332453368,0.3175449275211102,0.24999999999999994,0.8015379590695549,0.550257894576908
0.5,6.0,0.111051592649775,0.5,0.02378909139808491,0.34818509974517486,0.24999999999999994,0.7962401031262297,0.5464624401518028
0.5,7.0,0.10828958605877961,0.35,0.024555538173422077,0.25852153687358015,0.37499999999999994,0.8062656946458461,0.5562769168229126
0.5,8.0,0.12510268330102028,0.475,0.02423682610688187,0.40793399359170873,0.24999999999999994,0.7863965761850434,0.574624948685254
0.5,9.0,0.11762805792147454,0.425,0.02413146546059485,0.4093156314235128,0.37499999999999994,0.79714035303227,0.554573224254204
1.0,0.0,0.44168735236730616,0.675,0.003155641666099181,0.5393156151140728,0.0,0.3081664531828236,0.19863893981661618
1.0,1.0,0.43753130575626153,0.65,0.0028862631556113238,0.5118982161835426,0.0,0.30238707254893243,0.18882093329257038
1.0,2.0,0.42523781258069826,0.7,0.002192864192681103,0.48910985684293423,0.12499999999999997,0.3139439201522532,0.20360140503205046
1.0,3.0,0.4343978454047236,0.75,0.0025246505562041667,0.4675510839683133,0.0,0.36243259976185277,0.2169023684105933
1.0,4.0,0.4003556558489522,0.775,0.0028006181363085347,0.44358907466775394,0.0,0.30263748860687195,0.23458027749816576
1.0,5.0,0.41592705427266646,0.675,0.009807398379172045,0.4097991172817071,0.0,0.429554677385498,0.18174697686140007
1.0,6.0,0.41549150177741967,0.7,0.0027371930662723333,0.4649642200285774,0.0,0.2970238072737332,0.22232402230022796
1.0,7.0,0.41910668090132014,0.775,0.0026730130718402878,0.4835103640259839,0.0,0.326596534243072,0.20776282552364678
1.0,8.0,0.42809541892055586,0.675,0.0026581188411471217,0.44833162191862996,0.12499999999999997,0.3322463648536887,0.21650099691399816
1.0,9.0,0.4012279311346848,0.725,0.0026214924012720516,0.4620871973044378,0.0,0.3548099953327245,0.21833876294548665
1.5,0.0,0.5578748038346036,0.775,0.0008044702851200635,0.37992532133942064,0.12499999999999997,0.17971142354893122,0.07131848269837551
1.5,1.0,0.5706041521021431,0.8,0.0008189226898718316,0.4407762876188818,0.12499999999999997,0.1419608760166034,0.06707231549807784
1.5,2.0,0.5417141132660246,0.7,0.0005954020918987068,0.5135764051522541,0.0,0.18272059648731614,0.06711840249175917
1.5,3.0,0.5610298422752119,0.825,0.0006769618229533345,0.46612872035569797,0.0,0.1746756679039065,0.07454919868920662
1.5,4.0,0.5777077626645286,0.825,0.0007904148846375525,0.5901458468061094,0.0,0.11781411116429152,0.06726194530827878
1.5,5.0,0.5731711142877883,0.8,0.0006588731725957385,0.5027611984931759,0.0,0.16869084604483348,0.0693949067903585
1.5,6.0,0.5540316024969718,0.825,0.000616739745711508,0.5110454514823775,0.12499999999999997,0.16141487195027238,0.0632882739846666
1.5,7.0,0.5715244522789279,0.75,0.0005669589634826843,0.5259113619323703,0.0,0.15592354164453845,0.06961675111029332
1.5,8.0,0.5304158057309522,0.775,0.0006611471348362114,0.4466670959636848,0.12499999999999997,0.18378696457450217,0.08122422693464142
1.5,9.0,0.5682933794142081,0.8,0.0005262651665010665,0.5049083314209806,0.24999999999999994,0.16213803606886565,0.06599391941783138
2.0,0.0,0.5629677732216434,0.75,0.0005103378587158997,0.40324209796455046,0.12499999999999997,0.12163270557948586,0.04734271012510583
2.0,1.0,0.596083105470266,0.725,0.0008767002020892263,0.5012851948481706,0.12499999999999997,0.1585720688676454,0.05175906679401855
2.0,2.0,0.5690149727089072,0.75,0.0006747940320014735,0.4709926447406405,0.12499999999999997,0.14977431883407347,0.04489169882175512
2.0,3.0,0.6017520826854381,0.8,0.001067408813527363,0.3945170741479022,0.0,0.14244534337526257,0.04052026282333429
2.0,4.0,0.5731873150453438,0.725,0.000663216078676428,0.4736892411495637,0.0,0.15054705319124626,0.046728218260002785
2.0,5.0,0.5908377668701725,0.725,0.0006705466891713117,0.4145303973335447,0.0,0.11192791495167959,0.04457328334204352
2.0,6.0,0.6034826053209934,0.7,0.0007667068664540547,0.43247882789843495,0.12499999999999997,0.1492175924564261,0.04081031998456165
2.0,7.0,0.5945006511921532,0.7,0.0008027411199130089,0.47253947018463605,0.0,0.1212410361980598,0.043504836754474294
2.0,8.0,0.577977850780709,0.775,0.0005659318539178403,0.4233607957843503,0.12499999999999997,0.12888638128521693,0.05236190435549112
2.0,9.0,0.5708679796187839,0.75,0.0008887302810910037,0.4525054995172925,0.0,0.14783350462630207,0.04849906804140484
2.5,0.0,0.6522231417110836,0.7,0.0006687013282794821,0.3791806055911905,0.12499999999999997,0.13638702735878336,0.03136853861956286
2.5,1.0,0.6156951875144608,0.775,0.0007362151126096537,0.2892781093387686,0.24999999999999994,0.12794991356113272,0.02990884861283073
2.5,2.0,0.6398529114363621,0.725,0.0005496211651952569,0.36833599020797847,0.12499999999999997,0.1369600782927216,0.03168483277101013
2.5,3.0,0.6418904367732726,0.725,0.0006619473783939248,0.4351080371194602,0.12499999999999997,0.15103931439058982,0.02641096228505397
2.5,4.0,0.6574887697689893,0.8,0.000549186240960731,0.3770679349698811,0.12499999999999997,0.15793915834077898,0.030169645399075688
2.5,5.0,0.6452502507873811,0.775,0.00040636444497099586,0.30703951249687456,0.12499999999999997,0.14677975448540354,0.03803435616180748
2.5,6.0,0.6407043844198975,0.775,0.0006093232135347331,0.39968255945371556,0.0,0.13645432635419874,0.03613955019813157
2.5,7.0,0.6435532837920749,0.725,0.0005541087454327936,0.4272841221201174,0.12499999999999997,0.1550135160342641,0.028997821057621467
2.5,8.0,0.6423978617724062,0.775,0.0008129284854277573,0.3053492551111937,0.24999999999999994,0.13077383995614006,0.03434705572667116
2.5,9.0,0.63233897969088,0.75,0.0007963198160656368,0.3341961481898751,0.24999999999999994,0.14468154065974348,0.039030396532970135
3.0,0.0,0.692543524565193,0.7,0.0008104248088367679,0.45080970231872247,0.12499999999999997,0.12299649997584977,0.009827674989799176
3.0,1.0,0.6521930341139431,0.75,0.0006041271846796842,0.3825151443202579,0.24999999999999994,0.10857393509250488,0.02320530435193282
3.0,2.0,0.6846368818508162,0.725,0.0006447593429816888,0.4165181603915611,0.24999999999999994,0.12578294045889915,0.01042886312747594
3.0,3.0,0.6904846674142056,0.8,0.0006899123111170586,0.48706461593655975,0.24999999999999994,0.12448765700178599,0.011634616071751924
3.0,4.0,0.6851750196683689,0.75,0.0006090099951271699,0.4302215710239942,0.24999999999999994,0.12611260193027835,0.011788421006305555
3.0,5.0,0.6852423339615211,0.75,0.0005231690013269289,0.4056567374062963,0.0,0.1324797443193902,0.01569139922571972
3.0,6.0,0.688339754278489,0.725,0.0005438778444846095,0.3772288690948622,0.24999999999999994,0.1127622133812155,0.013749383362423605
3.0,7.0,0.6760595807825382,0.75,0.0008186023803232803,0.421330774841457,0.12499999999999997,0.12455812166662211,0.01577121890085467
3.0,8.0,0.6877957217229491,0.75,0.0007172507437651837,0.4659778201577139,0.0,0.12970336503740126,0.01908293018528332
3.0,9.0,0.6869768329828677,0.825,0.0005731295520300939,0.43902530428323955,0.24999999999999994,0.1271451788753644,0.01259757260916844
