epsilon,avg_nmi,avg_evc_overlap,avg_evc_MAE,avg_deg_kl,avg_diam_rel,avg_cc_rel,avg_mod_rel
0.5,0.23910419774351174,0.21666666666666667,0.026775513637356772,1.472348571666962,0.5384615384615384,0.9864595442984165,0.5943369700615231
1.0,0.2350187023727372,0.375,0.026698303411663328,1.7175826344426475,0.46153846153846145,0.9868503728004019,0.5703611141196256
1.5,0.2340137772451651,0.31666666666666665,0.029967289783001703,1.6127120542359803,0.46153846153846145,0.9893428303730366,0.6034214732566382
2.0,0.2284376541498634,0.45,0.02939026896936917,1.8385995776747768,0.46153846153846145,0.9876890522265223,0.5766279943922943
2.5,0.23683494664673482,0.35,0.02311936993137144,1.8897793731942092,0.46153846153846145,0.9861749887353003,0.5924319167006278
3.0,0.22393690369358907,0.3333333333333333,0.023823561780765414,1.9643448723392756,0.30769230769230765,0.9859812508953257,0.5493655902669013
3.5,0.22136350779100236,0.30833333333333335,0.028977981988602367,1.583932142197804,0.30769230769230765,0.9909147045368802,0.5962377508636476
